[2026-08-02T07:29:35.360Z] GET https://developer.apple.com/tutorials/img/apple-developer-brandmark.91c4ebcc.svg → 200 (1ms, -1076B)
[2026-08-02T07:29:35.361Z] GET https://developer.apple.com/tutorials/img/apple-logo.8039b549.svg → 200 (?ms, -1051B)
[2026-08-02T07:29:35.361Z] GET https://developer.apple.com/tutorials/img/breadcrumb-arrow-light.4a42687a.svg → 200 (?ms, -1049B)
[2026-08-02T07:29:35.361Z] GET https://developer.apple.com/tutorials/js/194.f04a124b.js → 200 (?ms, -1101B)
[2026-08-02T07:29:35.362Z] GET https://developer.apple.com/services-session/v1/info → 401 (457ms, ?B)
[2026-08-02T07:29:35.382Z] GET https://developer.apple.com/tutorials/data/index/design--human-interface-guidelines → 200 (2ms, -992B)
[2026-08-02T07:29:35.382Z] GET https://developer.apple.com/tutorials/js/870.68f731cb.js → 200 (?ms, -1101B)
[2026-08-02T07:29:35.382Z] GET https://developer.apple.com/tutorials/img/device-iPhone16-top-half.d14b9cae.png → 200 (?ms, -962B)
[2026-08-02T07:29:35.382Z] GET https://securemetrics.apple.com/b/ss/awdappledeveloper/1/JS-2.8.2/s88918987429892?AQB=1&ndh=1&pf=1&t=2%2F7%2F2026%2011%3A59%3A35%200%20-270&fid=71AD216C64581E51-23B375E046E37BBA&ce=UTF-8&pageName=voiceover%20%7C%20apple%20developer%20documentation&g=https%3A%2F%2Fdeveloper.apple.com%2Fdesign%2Fhuman-interface-guidelines%2Fvoiceover&cc=USD&ch=www.documentation.developer&server=new%20approach%20legacy&h1=www.documentation.developer&c4=D%3Dg&c5=MacIntel&c6=D%3D%22%3A%20%22%2BpageName&c9=10.15.x&c25=direct%20entry&c48=3&v54=https%3A%2F%2Fdeveloper.apple.com%2Fdesign%2Fhuman-interface-guidelines%2Fvoiceover&s=1280x720&c=24&j=1.6&v=N&k=Y&bw=1280&bh=720&AQE=1 → 200 (163ms, 584B)
[2026-08-02T07:29:35.383Z] GET https://docs-assets.developer.apple.com/published/477ffccb67999218b412ec3b1466e58d/technologies-VoiceOver-intro%402x.png → 200 (1ms, -733B)
[2026-08-02T07:29:35.383Z] GET https://docs-assets.developer.apple.com/published/137c967eb58692e6bda3b30319a08c13/voiceover-incorrect-grouping%402x.png → 200 (1ms, -712B)
[2026-08-02T07:29:35.384Z] GET https://docs-assets.developer.apple.com/published/209f6f0fc8ad99d9bf59e12d82d06584/crossout%402x.png → 200 (?ms, -716B)
[2026-08-02T07:29:35.384Z] GET https://docs-assets.developer.apple.com/published/215a659e4e05cb8569f67829e5dc9add/voiceover-correct-grouping%402x.png → 200 (21ms, -712B)
[2026-08-02T07:29:35.384Z] GET https://docs-assets.developer.apple.com/published/88662da92338267bb64cd2275c84e484/checkmark%402x.png → 200 (22ms, -716B)
[2026-08-02T07:29:35.408Z] GET https://docs-assets.developer.apple.com/published/3bdef2196e420f50c41a566422cc1e4c/carplay.svg → 200 (3ms, -720B)
[2026-08-02T07:29:35.408Z] GET https://docs-assets.developer.apple.com/published/88dc6f3ae567c1430f225d6707e6602b/maps.svg → 200 (3ms, -740B)
